Magnetometer_X,Magnetometer_Y,Magnetometer_Z,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,Roll,Pitch,Yaw
13.95,32.85,50.699999999999996,0.001953125,0.07421875,1.01611328125,-0.5343511450381679,0.05343511450381679,-0.7557251908396947,4.177168506201623,359.89016150148854,336.99112991717715
14.549999999999999,31.5,51.9,0.00244140625,0.0732421875,1.0205078125,-0.3435114503816794,0.09923664122137404,-0.6259541984732825,4.1046092096344475,359.8632806843264,335.2075599813577
13.95,31.799999999999997,49.35,0.00439453125,0.07421875,1.01806640625,-0.42748091603053434,0.0,-0.7175572519083969,4.168685772390168,359.7533362142069,336.31393588713337
13.5,32.699999999999996,50.55,0.00830078125,0.07666015625,1.0205078125,-0.09923664122137404,-0.022900763358778626,-0.7786259541984732,4.294228574717075,359.5352773545949,337.5670090778746
12.75,31.95,50.25,0.00390625,0.07763671875,1.01904296875,-0.31297709923664124,0.015267175572519083,-0.648854961832061,4.355883405186163,359.78100645547465,338.2449838472443
12.15,33.6,49.949999999999996,0.0009765625,0.07666015625,1.02294921875,-0.5267175572519084,0.2748091603053435,-0.48854961832061067,4.2855500344729025,359.94545532345836,340.11964763535735
14.25,32.25,51.3,0.005859375,0.08056640625,1.0185546875,-0.24427480916030533,-0.06870229007633588,-0.5648854961832062,4.521313282065815,359.67142808433715,336.16125981682825
12.0,32.699999999999996,51.3,-0.00048828125,0.0751953125,1.01806640625,-0.4122137404580153,0.11450381679389313,-0.816793893129771,4.224348864600041,0.027405335752061562,339.8482529657881
13.799999999999999,32.25,51.3,0.00537109375,0.07568359375,1.01953125,-0.3282442748091603,0.015267175572519083,-0.8931297709923665,4.244377689178203,359.69898544802356,336.8335800497948
12.75,31.5,50.55,0.00146484375,0.07763671875,1.01806640625,-0.22137404580152673,0.030534351145038167,-0.6641221374045801,4.360565541617934,359.9177987574981,337.96377305985453
15.0,32.1,51.75,0.00537109375,0.07568359375,1.01953125,-0.22900763358778625,0.07633587786259542,-0.5648854961832062,4.244377689178203,359.69898544802356,334.9537992203572
13.5,33.449999999999996,51.9,0.0009765625,0.07763671875,1.0166015625,-0.549618320610687,0.04580152671755725,-0.5954198473282443,4.366928500191863,359.9451206446003,338.02161569573286
13.799999999999999,32.25,49.199999999999996,0.0068359375,0.07861328125,1.0185546875,-0.16030534351145037,-0.03816793893129771,-1.0916030534351144,4.411933223719232,359.6166105245326,336.8335800497948
15.6,32.25,50.55,-0.0009765625,0.07568359375,1.0166015625,-0.5572519083969466,0.24427480916030533,-0.6793893129770993,4.2578852897006945,0.054887261735131705,334.18597407799683
11.7,32.25,50.85,0.001953125,0.0751953125,1.01953125,-0.4351145038167939,0.16030534351145037,-0.8015267175572519,4.217797983675022,359.8905354310099,340.0596994316696
13.799999999999999,31.95,50.85,-0.001953125,0.07666015625,1.017578125,-0.2824427480916031,0.11450381679389313,-0.5877862595419847,4.308702369422271,0.10966181876315036,336.63928264257027
13.799999999999999,33.449999999999996,50.85,0.00341796875,0.07470703125,1.01953125,-0.1450381679389313,0.007633587786259542,-0.7251908396946565,4.190207648146737,359.80843077653975,337.58110794413454
13.799999999999999,34.199999999999996,50.85,0.001953125,0.07666015625,1.0205078125,-0.2748091603053435,0.1984732824427481,-1.0916030534351144,4.295558974999148,359.890651230026,338.02549200852803
11.85,32.1,51.15,0.00048828125,0.0732421875,1.01708984375,-0.25190839694656486,0.20610687022900764,-0.6335877862595419,4.118747926355251,359.97256467007026,339.73792746764775
13.65,33.3,51.449999999999996,0.0029296875,0.07568359375,1.0205078125,-0.09923664122137404,0.16030534351145037,-1.1145038167938932,4.240837263729065,359.83596544287633,337.71078993555096
15.299999999999999,31.95,50.85,-0.001953125,0.07470703125,1.01611328125,-0.5954198473282443,-0.022900763358778626,-0.9923664122137404,4.205357001708586,0.10983465130457051,334.4114868586836
13.65,33.3,50.699999999999996,0.00146484375,0.07763671875,1.02197265625,-0.061068702290076333,0.08396946564885496,-0.9389312977099237,4.343963414350096,359.9181111457057,337.71078993555096
14.25,31.95,51.6,-0.00048828125,0.0751953125,1.0205078125,-0.5877862595419847,-0.030534351145038167,-0.7022900763358778,4.214278979583783,0.02734012722310737,335.96267983656423
13.5,33.0,50.55,0.00390625,0.07421875,1.02099609375,-0.5190839694656488,0.2900763358778626,-0.5267175572519084,4.156867559721874,359.7813688442173,337.7509763427876
13.65,31.799999999999997,51.75,0.00048828125,0.07666015625,1.01611328125,-0.32061068702290074,0.2824427480916031,-0.9770992366412213,4.314374612713804,359.97254521488986,336.76879948445855
12.15,31.049999999999997,51.15,0.00390625,0.07568359375,1.01953125,-0.06870229007633588,0.24427480916030533,-0.8396946564885496,4.244681428793347,359.78107937701554,338.6293777306568
14.549999999999999,31.95,49.8,0.0009765625,0.07421875,1.0185546875,-0.183206106870229,0.0,-0.8396946564885496,4.16739144433625,359.94521164195106,335.51552487307646
13.049999999999999,32.25,51.3,0.00390625,0.0751953125,1.01904296875,-0.4351145038167939,0.05343511450381679,-1.1145038167938932,4.219408625824317,359.7809673291167,337.9692251275432
14.85,32.25,49.8,0.0029296875,0.0732421875,1.02001953125,-0.45038167938931295,0.1450381679389313,-0.7251908396946565,4.106469182806225,359.83585882474506,335.275578608991
13.35,33.3,51.449999999999996,0.001953125,0.07470703125,1.01611328125,-0.2748091603053435,0.07633587786259542,-0.8549618320610687,4.204551644359276,359.8901653486954,338.15410622172226
13.5,31.5,51.3,0.00732421875,0.07080078125,1.0166015625,-0.4198473282442748,0.4122137404580153,-0.8625954198473282,3.9824772538185154,359.5882107633057,336.8014094863518
12.45,33.449999999999996,50.55,0.0009765625,0.07763671875,1.0224609375,-0.4351145038167939,0.26717557251908397,-0.732824427480916,4.34200028939294,359.9454333312763,339.58486885811203
14.85,32.699999999999996,50.25,-0.00048828125,0.0751953125,1.0185546875,-0.20610687022900764,0.06870229007633588,-0.916030534351145,4.222331046537153,0.027392269241455026,335.5758501892451
12.9,31.049999999999997,51.75,0.0029296875,0.0751953125,1.01904296875,-0.33587786259541985,0.1984732824427481,-0.8625954198473282,4.219610042432463,359.83572514673125,337.4391217636314
13.799999999999999,32.699999999999996,51.3,0.0,0.07763671875,1.01904296875,-0.2595419847328244,0.08396946564885496,-0.6870229007633588,4.3567150514006014,-0.0,337.1193628235823
13.35,30.299999999999997,50.4,-0.00048828125,0.07470703125,1.021484375,-0.3816793893129771,0.11450381679389313,-0.8396946564885496,4.183022411098324,0.02731508328349995,336.22199541850284
15.0,31.799999999999997,51.75,0.00146484375,0.07666015625,1.02392578125,-0.2748091603053435,0.0916030534351145,-0.8396946564885496,4.281376420306435,359.91826061322234,334.7468366054261
12.75,33.0,51.6,0.00048828125,0.0751953125,1.01953125,-0.5114503816793893,0.15267175572519084,-0.7022900763358778,4.218099885576928,359.9726338265373,338.8752808539275
13.35,33.3,51.75,0.00341796875,0.0771484375,1.02197265625,-0.45038167938931295,0.2748091603053435,-0.9923664122137404,4.316335618148039,359.8089197108337,338.15410622172226
13.65,32.55,51.449999999999996,-0.00048828125,0.07666015625,1.0205078125,-0.4961832061068702,-0.007633587786259542,-1.083969465648855,4.2960708865303285,0.027337223609739614,337.2490236572124
13.65,32.55,51.75,0.00146484375,0.07568359375,1.01953125,-0.31297709923664124,0.08396946564885496,-0.5954198473282443,4.24518775792641,359.9179044230526,337.2490236572124
13.799999999999999,32.25,49.8,-0.00048828125,0.0732421875,1.0234375,-0.40458015267175573,0.07633587786259542,-0.8244274809160306,4.093484597600217,0.02726603782158581,336.8335800497948
14.399999999999999,32.55,51.15,0.00390625,0.07421875,1.02392578125,-0.20610687022900764,-0.007633587786259542,-0.7175572519083969,4.14501757904222,359.78199111814496,336.1355781603173
12.15,32.1,51.449999999999996,0.00537109375,0.07666015625,1.017578125,-0.35877862595419846,0.0916030534351145,-0.8625954198473282,4.3071579767204105,359.6984324149483,339.2681115079171
12.9,32.1,49.949999999999996,0.00146484375,0.07470703125,1.01708984375,-0.4198473282442748,0.1297709923664122,-0.9541984732824428,4.200629932551119,359.9177026362778,338.1063268582716
13.65,32.55,49.949999999999996,-0.0009765625,0.07470703125,1.01806640625,-0.4580152671755725,0.1297709923664122,-0.9312977099236641,4.19711666001829,0.05481258392151876,337.2490236572124
12.75,31.95,50.85,0.00244140625,0.07275390625,1.01806640625,-0.2748091603053435,0.15267175572519084,-0.6870229007633588,4.087081271229045,359.86294981877097,338.2449838472443
12.9,31.349999999999998,51.15,0.00390625,0.076171875,1.02490234375,-0.24427480916030533,0.16793893129770993,-1.0534351145038168,4.24966427288061,359.78222804512643,337.6336545457316
12.75,31.5,50.55,0.00146484375,0.07568359375,1.02392578125,-0.4732824427480916,0.06870229007633588,-0.9083969465648855,4.22703554736352,359.9182548454659,337.96377305985453
14.399999999999999,32.55,49.949999999999996,0.0029296875,0.07421875,1.02197265625,-0.37404580152671757,0.2748091603053435,-0.8702290076335878,4.153107754628806,359.83618214942106,336.1355781603173
14.25,33.0,52.35,-0.00048828125,0.0732421875,1.01806640625,-0.5801526717557252,0.12213740458015267,-0.9847328244274809,4.115007440489575,0.02740914864247395,336.644435140714
13.65,32.55,49.65,0.001953125,0.07666015625,1.01953125,-0.32061068702290074,0.22137404580152673,-0.8702290076335878,4.299657679997195,359.890547078646,337.2490236572124
13.5,31.95,50.55,0.00048828125,0.0732421875,1.0185546875,-0.20610687022900764,0.05343511450381679,-0.9770992366412213,4.112844994333703,359.9726039233201,337.09423034158283
11.85,31.799999999999997,51.15,0.00390625,0.07763671875,1.02001953125,-0.46564885496183206,0.22137404580152673,-0.9007633587786259,4.351729922967596,359.7812149087666,339.5625180452511
14.85,31.95,50.85,-0.001953125,0.07373046875,1.02001953125,-0.25190839694656486,0.007633587786259542,-1.015267175572519,4.134737126505603,0.10942386217520936,335.0715258645387
12.6,31.799999999999997,50.4,0.0009765625,0.07421875,1.021484375,-0.44274809160305345,0.11450381679389313,-1.0458015267175573,4.155481578016619,359.9453679522659,338.38522105721376
13.799999999999999,33.0,51.6,-0.00048828125,0.07470703125,1.01904296875,-0.2900763358778626,0.20610687022900764,-0.9083969465648855,4.193008565845155,0.027380174880587787,337.30620505490765
12.15,31.799999999999997,52.5,0.00341796875,0.07666015625,1.0185546875,-0.3435114503816794,0.03816793893129771,-0.9083969465648855,4.303455938957431,359.80827525809883,339.0893696455627
